advertiser_id,name,category,category_idx,tier,daily_budget,initial_bid,quality,audience_tags,creatives,objective,value_per_conversion,base_ctr
20,本地020,本地生活,4,S,45.879850108037196,0.7239545705530812,0.7804800895346111,白领|家庭,本地020本地生活 商圈热销，家庭专享，亲切调性，到店导向，限量，立即行动|本地020本地生活 免费体验，本地专享，促销调性，转化导向，折扣，立即行动,复购,35.0,0.14258494224056598
21,游戏021,游戏娱乐,5,S,34.301950927538286,0.9932805091274093,0.6683857305854433,游戏|年轻人,游戏021游戏娱乐 限时皮肤，游戏专享，幽默调性，转化导向，限量，立即行动|游戏021游戏娱乐 免费下载，男性专享，幽默调性，拉新导向，价格优惠，立即行动,拉新,35.0,0.10869532148933238
22,金融022,金融信贷,6,S,38.29808730931245,0.9422107690079045,0.7839412442580751,白领|年轻人,金融022金融信贷 额度高，白领专享，权威调性，转化导向，免费，立即行动|金融022金融信贷 低息快批，白领专享，专业调性，到店导向，价格优惠，立即行动,复购,35.0,0.10106310695155735
23,教育023,教育培训,7,M,142.4168483075743,0.9313389260289789,0.7134130359748584,白领|宝妈,教育023教育培训 考纲精准，学生专享，专业调性，转化导向，限量，立即行动|教育023教育培训 名师授课，学生专享，专业调性，复购导向，免费，立即行动,转化,55.0,0.07775177056033164
24,美妆024,美妆个护,0,M,158.54899655973284,0.8649394577035734,0.8315299070176566,女性|学生,美妆024美妆个护 成分安全，学生专享，情感调性，转化导向，限量，立即行动|美妆024美妆个护 限量礼盒，学生专享，情感调性，拉新导向，限量，立即行动,复购,55.0,0.0979302346386808
25,3C025,3C数码,1,S,38.67022989751816,1.1072820256997022,0.8183075014522962,白领|男性,3C0253C数码 以旧换新，白领专享，潮流调性，品牌导向，限量，立即行动|3C0253C数码 性价比，白领专享，潮流调性，拉新导向，折扣，立即行动,品牌,35.0,0.06932277190167725
26,服饰026,服饰鞋包,2,S,40.56695663728006,1.1092721431401351,0.7605769732252528,年轻人|学生,服饰026服饰鞋包 潮流新款，年轻人专享，潮流调性，复购导向，价格优惠，立即行动|服饰026服饰鞋包 潮流新款，学生专享，促销调性，复购导向，限量，立即行动,拉新,35.0,0.10877986317476598
27,食品027,食品饮料,3,M,156.8627844325152,0.9901042786477512,0.764411485575835,女性|年轻人,食品027食品饮料 礼盒装，女性专享，亲切调性，拉新导向，价格优惠，立即行动|食品027食品饮料 健康低脂，家庭专享，亲切调性，品牌导向，免费，立即行动,转化,55.0,0.13641292315293604
28,本地028,本地生活,4,S,36.054133661426995,0.7540127820742647,0.6113551693216112,家庭|白领,本地028本地生活 免费体验，本地专享，亲切调性，到店导向，价格优惠，立即行动|本地028本地生活 商圈热销，家庭专享，亲切调性，品牌导向，限量，立即行动,到店,35.0,0.08657719445206838
29,游戏029,游戏娱乐,5,S,41.5934950643618,0.8290675889770673,0.7217223810300085,男性|游戏,游戏029游戏娱乐 免费下载，男性专享，紧迫调性，品牌导向，折扣，立即行动|游戏029游戏娱乐 首充返利，游戏专享，幽默调性，复购导向，限量，立即行动,品牌,35.0,0.1118181264558671
30,金融030,金融信贷,6,S,36.32855905456281,0.7963985682312742,0.9771138857664211,年轻人|男性,金融030金融信贷 额度高，年轻人专享，权威调性，品牌导向，限量，立即行动|金融030金融信贷 新人礼，白领专享，权威调性，复购导向，折扣，立即行动,复购,35.0,0.09704942639519294
31,教育031,教育培训,7,S,39.66991302599264,0.9013711266672791,0.8460072637224194,白领|宝妈,教育031教育培训 名师授课，白领专享，亲切调性，品牌导向，免费，立即行动|教育031教育培训 免费试听，学生专享，亲切调性，转化导向，免费，立即行动,复购,35.0,0.1265792118087398
32,美妆032,美妆个护,0,M,147.25907771050478,0.707728855072929,0.9010184080268074,女性|学生,美妆032美妆个护 成分安全，女性专享，促销调性，到店导向，限量，立即行动|美妆032美妆个护 新品上市，女性专享，促销调性，品牌导向，免费，立即行动,转化,55.0,0.07496705571787722
33,3C033,3C数码,1,S,45.39034527457501,0.9842344351465524,0.7047036451969492,男性|白领,3C0333C数码 性能强悍，男性专享，潮流调性，到店导向，免费，立即行动|3C0333C数码 以旧换新，年轻人专享，专业调性，拉新导向，限量，立即行动,拉新,35.0,0.10276482864117364
34,服饰034,服饰鞋包,2,S,32.57860336791514,0.8858949399206244,0.8275053648938082,学生|女性,服饰034服饰鞋包 会员专享，女性专享，潮流调性，拉新导向，折扣，立即行动|服饰034服饰鞋包 换季折扣，学生专享，促销调性，到店导向，价格优惠，立即行动,复购,35.0,0.11659038084048147
35,食品035,食品饮料,3,S,45.40768349848613,0.8917034478328633,0.6444233206310287,家庭|年轻人,食品035食品饮料 礼盒装，家庭专享，亲切调性，到店导向，价格优惠，立即行动|食品035食品饮料 第二件半价，年轻人专享，促销调性，到店导向，限量，立即行动,复购,35.0,0.12707171779138796
36,本地036,本地生活,4,S,32.87200503986073,0.7751347273010959,0.6995122131407046,家庭|白领,本地036本地生活 团购低价，本地专享，亲切调性，复购导向，价格优惠，立即行动|本地036本地生活 到店优惠，本地专享，促销调性，转化导向，免费，立即行动,复购,35.0,0.10949394176926404
37,游戏037,游戏娱乐,5,M,154.34478899751824,0.9434306224714613,0.5802913008982964,游戏|男性,游戏037游戏娱乐 首充返利，年轻人专享，紧迫调性，转化导向，限量，立即行动|游戏037游戏娱乐 免费下载，男性专享，幽默调性，品牌导向，折扣，立即行动,复购,55.0,0.12641323311056335
38,金融038,金融信贷,6,S,33.90748041916392,0.9083257362159335,0.6227770619785122,年轻人|男性,金融038金融信贷 专业合规，男性专享，专业调性，复购导向，折扣，立即行动|金融038金融信贷 新人礼，白领专享，专业调性，品牌导向，免费，立即行动,品牌,35.0,0.1032038118663415
39,教育039,教育培训,7,S,32.57695734843782,0.8648170096021486,0.6985206760679183,宝妈|白领,教育039教育培训 小班教学，宝妈专享，专业调性，复购导向，限量，立即行动|教育039教育培训 免费试听，学生专享，专业调性，到店导向，价格优惠，立即行动,拉新,35.0,0.13874462324859035
40,美妆040,美妆个护,0,S,38.902691122878245,0.9007606874834723,0.6845490660390048,学生|女性,美妆040美妆个护 成分安全，白领专享，情感调性，复购导向，免费，立即行动|美妆040美妆个护 新品上市，白领专享，情感调性，复购导向，折扣，立即行动,品牌,35.0,0.15195347453191665
41,3C041,3C数码,1,S,39.90626634427878,0.9734983092660078,0.9719857407927408,男性|白领,3C0413C数码 新品首发，白领专享，专业调性，到店导向，限量，立即行动|3C0413C数码 新品首发，白领专享，潮流调性，拉新导向，限量，立即行动,到店,35.0,0.11331170472626859
42,服饰042,服饰鞋包,2,M,171.3928814144735,1.063663467577669,0.8439837688684676,女性|年轻人,服饰042服饰鞋包 换季折扣，女性专享，促销调性，拉新导向，折扣，立即行动|服饰042服饰鞋包 换季折扣，学生专享，潮流调性，转化导向，免费，立即行动,到店,55.0,0.11790369963943373
43,食品043,食品饮料,3,S,38.205467122618394,0.9119372967618886,0.6196995852750924,年轻人|女性,食品043食品饮料 健康低脂，女性专享，促销调性，到店导向，价格优惠，立即行动|食品043食品饮料 礼盒装，女性专享，促销调性，品牌导向，折扣，立即行动,复购,35.0,0.09827798696357903
44,本地044,本地生活,4,S,34.265534217100395,1.068458567047987,0.8413574271483263,本地|白领,本地044本地生活 团购低价，本地专享，亲切调性，转化导向，折扣，立即行动|本地044本地生活 商圈热销，白领专享，亲切调性，到店导向，免费，立即行动,到店,35.0,0.09114928576215633
45,游戏045,游戏娱乐,5,S,36.67294928503245,0.8353474418858708,0.8157782980166544,男性|年轻人,游戏045游戏娱乐 免费下载，男性专享，紧迫调性，品牌导向，限量，立即行动|游戏045游戏娱乐 免费下载，年轻人专享，紧迫调性，拉新导向，限量，立即行动,拉新,35.0,0.12295625321467128
46,金融046,金融信贷,6,S,37.865734158921796,0.9848219569078861,0.7056121069874998,年轻人|男性,金融046金融信贷 额度高，白领专享，权威调性，到店导向，限量，立即行动|金融046金融信贷 专业合规，年轻人专享，权威调性，品牌导向，免费，立即行动,转化,35.0,0.11325331940770969
47,教育047,教育培训,7,M,149.9290175118891,0.8383474752275772,0.8667840131301516,白领|学生,教育047教育培训 考纲精准，白领专享，亲切调性，到店导向，折扣，立即行动|教育047教育培训 考纲精准，宝妈专享，亲切调性，拉新导向，免费，立即行动,拉新,55.0,0.08222405373538164
48,美妆048,美妆个护,0,S,36.92056115873258,0.7262247288701943,0.8401154154197258,白领|学生,美妆048美妆个护 新品上市，白领专享，促销调性，转化导向，价格优惠，立即行动|美妆048美妆个护 成分安全，女性专享，促销调性，拉新导向，价格优惠，立即行动,品牌,35.0,0.09864039488031191
49,3C049,3C数码,1,S,47.411379576790075,0.8647465295817445,0.6920366256214696,年轻人|白领,3C0493C数码 新品首发，年轻人专享，潮流调性，到店导向，限量，立即行动|3C0493C数码 新品首发，白领专享，专业调性，到店导向，限量，立即行动,复购,35.0,0.07855733957146283
50,服饰050,服饰鞋包,2,S,43.999736606964305,0.8491303497096194,1.0,女性|学生,服饰050服饰鞋包 会员专享，年轻人专享，促销调性，品牌导向，限量，立即行动|服饰050服饰鞋包 限时优惠，年轻人专享，促销调性，转化导向，限量，立即行动,复购,35.0,0.06696481703641466
51,食品051,食品饮料,3,S,40.88738736220422,0.8236061660277317,0.7491672072246994,家庭|年轻人,食品051食品饮料 礼盒装，女性专享，促销调性，到店导向，限量，立即行动|食品051食品饮料 产地直供，家庭专享，促销调性，拉新导向，折扣，立即行动,转化,35.0,0.11082263221609064
52,本地052,本地生活,4,M,164.36588810859058,0.985658416377888,0.8537719236723444,白领|家庭,本地052本地生活 到店优惠，家庭专享，亲切调性，转化导向，折扣，立即行动|本地052本地生活 到店优惠，白领专享，亲切调性，复购导向，免费，立即行动,到店,55.0,0.10483289043353503
53,游戏053,游戏娱乐,5,S,42.74580494169374,0.775129673698508,0.9741414618825277,男性|游戏,游戏053游戏娱乐 免费下载，游戏专享，紧迫调性，转化导向，限量，立即行动|游戏053游戏娱乐 新服开测，年轻人专享，幽默调性，品牌导向，价格优惠，立即行动,到店,35.0,0.0517443933814102
54,金融054,金融信贷,6,S,37.470831016730564,0.7206713256216832,1.0,年轻人|白领,金融054金融信贷 新人礼，白领专享，权威调性，品牌导向，折扣，立即行动|金融054金融信贷 额度高，白领专享，专业调性，品牌导向，限量，立即行动,转化,35.0,0.11398393463389776
55,教育055,教育培训,7,L,699.6717024685331,1.3217390015547255,0.8206352398924472,白领|宝妈,教育055教育培训 小班教学，宝妈专享，亲切调性，转化导向，品质，立即行动|教育055教育培训 考纲精准，学生专享，亲切调性，到店导向，限量，立即行动,拉新,80.0,0.09651654532390085
56,美妆056,美妆个护,0,S,44.03140994519865,0.7917092286248986,0.6675511162661592,女性|白领,美妆056美妆个护 成分安全，女性专享，情感调性，转化导向，折扣，立即行动|美妆056美妆个护 成分安全，学生专享，情感调性，到店导向，折扣，立即行动,到店,35.0,0.09315318122672236
57,3C057,3C数码,1,M,134.48232369759978,1.0002969475577206,0.595321734078138,白领|年轻人,3C0573C数码 新品首发，男性专享，潮流调性，到店导向，折扣，立即行动|3C0573C数码 新品首发，白领专享，潮流调性，拉新导向，免费，立即行动,拉新,55.0,0.10698701245120859
58,服饰058,服饰鞋包,2,M,168.87830658707296,0.8398986036676866,0.8462123743277289,年轻人|学生,服饰058服饰鞋包 换季折扣，年轻人专享，潮流调性，复购导向，免费，立即行动|服饰058服饰鞋包 会员专享，年轻人专享，潮流调性，到店导向，折扣，立即行动,复购,55.0,0.09129185054112075
59,食品059,食品饮料,3,S,33.64804294608254,0.8061100399246265,0.8948962065414787,家庭|年轻人,食品059食品饮料 产地直供，家庭专享，亲切调性，复购导向，折扣，立即行动|食品059食品饮料 礼盒装，年轻人专享，促销调性，到店导向，折扣，立即行动,到店,35.0,0.053592879752277105
60,本地060,本地生活,4,S,35.31232866439699,0.9670258751129068,0.690181266098489,家庭|本地,本地060本地生活 团购低价，家庭专享，亲切调性，拉新导向，价格优惠，立即行动|本地060本地生活 到店优惠，白领专享，促销调性，复购导向，折扣，立即行动,复购,35.0,0.095569277685384
61,游戏061,游戏娱乐,5,S,44.48929820042535,0.7773263662023204,0.7983623849845645,游戏|年轻人,游戏061游戏娱乐 首充返利，年轻人专享，紧迫调性，到店导向，价格优惠，立即行动|游戏061游戏娱乐 免费下载，年轻人专享，幽默调性，拉新导向，折扣，立即行动,品牌,35.0,0.09807642126153336
62,金融062,金融信贷,6,S,43.38492866554844,0.9069929197122536,0.5263114585553693,男性|白领,金融062金融信贷 新人礼，年轻人专享，权威调性，复购导向，折扣，立即行动|金融062金融信贷 低息快批，男性专享，专业调性，拉新导向，限量，立即行动,品牌,35.0,0.11097477637728254
63,教育063,教育培训,7,S,41.443126124258015,0.6768197512145246,0.8333772471745553,白领|学生,教育063教育培训 名师授课，学生专享，亲切调性，转化导向，限量，立即行动|教育063教育培训 名师授课，学生专享，专业调性，复购导向，免费，立即行动,品牌,35.0,0.10198069642014403
64,美妆064,美妆个护,0,M,179.07897201705862,1.0363258420266515,1.0,白领|学生,美妆064美妆个护 成分安全，女性专享，情感调性，复购导向，限量，立即行动|美妆064美妆个护 限量礼盒，女性专享，促销调性，拉新导向，限量，立即行动,复购,55.0,0.08158299204381746
65,3C065,3C数码,1,S,32.30454636507979,0.833256964938105,0.8767551691397483,年轻人|男性,3C0653C数码 性能强悍，年轻人专享，专业调性，拉新导向，免费，立即行动|3C0653C数码 性价比，年轻人专享，专业调性，到店导向，价格优惠，立即行动,拉新,35.0,0.0744031808471996
66,服饰066,服饰鞋包,2,M,150.4375620949226,0.7436817459798643,1.0,学生|年轻人,服饰066服饰鞋包 会员专享，女性专享，潮流调性，到店导向，价格优惠，立即行动|服饰066服饰鞋包 限时优惠，女性专享，潮流调性，复购导向，价格优惠，立即行动,转化,55.0,0.09897605776366807
67,食品067,食品饮料,3,S,32.80831514195208,0.7499621353292225,1.0,女性|家庭,食品067食品饮料 健康低脂，女性专享，亲切调性，转化导向，免费，立即行动|食品067食品饮料 礼盒装，家庭专享，促销调性，品牌导向，免费，立即行动,拉新,35.0,0.1102244362909507
68,本地068,本地生活,4,S,38.33866400094798,0.9455136041238196,0.5855950986358307,白领|家庭,本地068本地生活 到店优惠，本地专享，促销调性，品牌导向，价格优惠，立即行动|本地068本地生活 到店优惠，白领专享，亲切调性，到店导向，折扣，立即行动,品牌,35.0,0.1257466222321013
69,游戏069,游戏娱乐,5,S,33.50515140943033,0.9373743401164127,0.7841325612162594,男性|年轻人,游戏069游戏娱乐 新服开测，游戏专享，紧迫调性，品牌导向，限量，立即行动|游戏069游戏娱乐 新服开测，游戏专享，紧迫调性，转化导向，限量，立即行动,品牌,35.0,0.09196014839741591
70,金融070,金融信贷,6,S,43.73591847300528,0.9034931935892003,0.8327844827422548,男性|白领,金融070金融信贷 额度高，男性专享，专业调性，转化导向，免费，立即行动|金融070金融信贷 低息快批，男性专享，权威调性，到店导向，限量，立即行动,品牌,35.0,0.10061834556065398
71,教育071,教育培训,7,S,33.59779963457167,1.0712982340421406,0.9457027794714202,宝妈|白领,教育071教育培训 考纲精准，白领专享，亲切调性，复购导向，限量，立即行动|教育071教育培训 考纲精准，宝妈专享，专业调性，复购导向，限量，立即行动,复购,35.0,0.13674773350975042
72,美妆072,美妆个护,0,S,38.546239641996756,1.0162797444331029,1.0,女性|白领,美妆072美妆个护 限量礼盒，白领专享，情感调性，复购导向，限量，立即行动|美妆072美妆个护 限量礼盒，白领专享，促销调性，复购导向，折扣，立即行动,品牌,35.0,0.09276334925831317
73,3C073,3C数码,1,S,35.89754792573772,0.7269241037328706,0.9090321631870534,年轻人|男性,3C0733C数码 性价比，年轻人专享，专业调性，拉新导向，限量，立即行动|3C0733C数码 性能强悍，男性专享，专业调性，拉新导向，免费，立即行动,到店,35.0,0.09883177512282636
74,服饰074,服饰鞋包,2,M,177.55994085813649,0.907560284200164,0.7167792602513263,学生|女性,服饰074服饰鞋包 潮流新款，女性专享，促销调性，转化导向，折扣，立即行动|服饰074服饰鞋包 限时优惠，女性专享，潮流调性，品牌导向，折扣，立即行动,品牌,55.0,0.062161074933761794
75,食品075,食品饮料,3,S,33.14915424804615,0.9346700000602448,0.7985216848484827,年轻人|女性,食品075食品饮料 第二件半价，家庭专享，亲切调性，复购导向，折扣，立即行动|食品075食品饮料 礼盒装，年轻人专享，促销调性，转化导向，限量，立即行动,到店,35.0,0.12489894757292892
76,本地076,本地生活,4,S,41.347645760979496,0.7965218448629349,0.5,白领|本地,本地076本地生活 商圈热销，白领专享，亲切调性，复购导向，折扣，立即行动|本地076本地生活 免费体验，家庭专享，促销调性，转化导向，折扣，立即行动,到店,35.0,0.10957751077040924
77,游戏077,游戏娱乐,5,S,36.23263697842098,0.7708505759617479,0.8467630046384003,年轻人|游戏,游戏077游戏娱乐 免费下载，游戏专享，紧迫调性，复购导向，价格优惠，立即行动|游戏077游戏娱乐 免费下载，男性专享，幽默调性，品牌导向，价格优惠，立即行动,转化,35.0,0.08496488304373
78,金融078,金融信贷,6,S,35.91674402480233,0.8618512141645845,0.866669850638015,年轻人|男性,金融078金融信贷 低息快批，白领专享，权威调性，复购导向，价格优惠，立即行动|金融078金融信贷 新人礼，年轻人专享，权威调性，复购导向，折扣，立即行动,拉新,35.0,0.08265989487353148
79,教育079,教育培训,7,M,177.134982950741,1.0398369042656612,0.7314260936963916,白领|学生,教育079教育培训 免费试听，宝妈专享，专业调性，品牌导向，折扣，立即行动|教育079教育培训 考纲精准，宝妈专享，亲切调性，到店导向，折扣，立即行动,转化,55.0,0.13294787995206658
80,美妆080,美妆个护,0,S,39.440226111828366,0.9347230988348534,0.8707456263242723,女性|学生,美妆080美妆个护 限量礼盒，女性专享，促销调性，拉新导向，限量，立即行动|美妆080美妆个护 价格优惠，白领专享，促销调性，转化导向，限量，立即行动,复购,35.0,0.09288603368857931
81,3C081,3C数码,1,S,37.47845882897006,0.8419163842112789,0.5,年轻人|白领,3C0813C数码 性能强悍，白领专享，潮流调性，复购导向，折扣，立即行动|3C0813C数码 性价比，白领专享，专业调性，到店导向，限量，立即行动,转化,35.0,0.1448584062480597
82,服饰082,服饰鞋包,2,M,123.72378639240932,1.010922930862492,0.848964341225752,学生|年轻人,服饰082服饰鞋包 会员专享，女性专享，潮流调性，到店导向，免费，立即行动|服饰082服饰鞋包 潮流新款，女性专享，促销调性，复购导向，价格优惠，立即行动,拉新,55.0,0.10069223748370512
83,食品083,食品饮料,3,S,39.56454356414397,0.9556043767239224,0.7872581683252909,家庭|女性,食品083食品饮料 产地直供，女性专享，亲切调性，到店导向，免费，立即行动|食品083食品饮料 产地直供，女性专享，促销调性，复购导向，折扣，立即行动,品牌,35.0,0.06938569485486587
84,本地084,本地生活,4,S,42.55993150081842,1.0044666731303673,0.8882699710914048,白领|本地,本地084本地生活 商圈热销，白领专享，亲切调性，转化导向，限量，立即行动|本地084本地生活 团购低价，本地专享，亲切调性，复购导向，免费，立即行动,品牌,35.0,0.12958549021348462
85,游戏085,游戏娱乐,5,S,37.477798932800866,0.850263232099697,0.9577769445807086,男性|年轻人,游戏085游戏娱乐 首充返利，男性专享，幽默调性，品牌导向，价格优惠，立即行动|游戏085游戏娱乐 新服开测，男性专享，幽默调性，复购导向，限量，立即行动,复购,35.0,0.11267820755467485
86,金融086,金融信贷,6,S,45.770086422338075,0.7745947548496438,0.8408251972242006,白领|年轻人,金融086金融信贷 额度高，男性专享，专业调性，复购导向，免费，立即行动|金融086金融信贷 专业合规，白领专享，专业调性，到店导向，折扣，立即行动,复购,35.0,0.07957909678643356
87,教育087,教育培训,7,S,47.24675949576905,0.6383747922612631,0.7671379393344516,宝妈|白领,教育087教育培训 小班教学，学生专享，专业调性，拉新导向，折扣，立即行动|教育087教育培训 考纲精准，白领专享，亲切调性，复购导向，价格优惠，立即行动,复购,35.0,0.10072119853595592
88,美妆088,美妆个护,0,S,39.10308618233562,0.9966814367091001,0.9254638729747616,白领|学生,美妆088美妆个护 新品上市，学生专享，情感调性，拉新导向，折扣，立即行动|美妆088美妆个护 新品上市，白领专享，促销调性，品牌导向，折扣，立即行动,复购,35.0,0.11354802737384605
89,3C089,3C数码,1,S,47.65127089223298,0.7509893365345929,0.9168672953860881,白领|年轻人,3C0893C数码 新品首发，年轻人专享，专业调性，复购导向，限量，立即行动|3C0893C数码 性价比，白领专享，专业调性，品牌导向，限量，立即行动,到店,35.0,0.09591862831122303
90,服饰090,服饰鞋包,2,M,133.13139652767794,0.8452234626930334,1.0,年轻人|女性,服饰090服饰鞋包 限时优惠，年轻人专享，促销调性，拉新导向，免费，立即行动|服饰090服饰鞋包 限时优惠，年轻人专享，潮流调性，拉新导向，折扣，立即行动,品牌,55.0,0.12264469144358496
91,食品091,食品饮料,3,S,47.977752240190654,0.7904546415937408,0.7927697784318456,家庭|女性,食品091食品饮料 第二件半价，女性专享，亲切调性，复购导向，价格优惠，立即行动|食品091食品饮料 礼盒装，家庭专享，亲切调性，复购导向，限量，立即行动,拉新,35.0,0.10453572092218272
92,本地092,本地生活,4,S,42.61525211566539,0.7322268408241379,1.0,白领|本地,本地092本地生活 商圈热销，白领专享，促销调性，到店导向，免费，立即行动|本地092本地生活 到店优惠，白领专享，促销调性，品牌导向，限量，立即行动,到店,35.0,0.06912749594955837
93,游戏093,游戏娱乐,5,S,33.52318539137383,0.9593467986387424,0.7667959891897145,游戏|年轻人,游戏093游戏娱乐 新服开测，男性专享，紧迫调性，品牌导向，折扣，立即行动|游戏093游戏娱乐 新服开测，游戏专享，幽默调性，转化导向，限量，立即行动,品牌,35.0,0.11947327022688181
94,金融094,金融信贷,6,S,38.66665596863808,1.0008264195233036,0.9356119179685417,年轻人|男性,金融094金融信贷 低息快批，年轻人专享，专业调性，转化导向，折扣，立即行动|金融094金融信贷 专业合规，男性专享，专业调性，拉新导向，限量，立即行动,到店,35.0,0.12974796579371725
