advertiser_id,creative_index,text
47,0,教育047教育培训 考纲精准，白领专享，亲切调性，到店导向，折扣，立即行动
47,1,教育047教育培训 考纲精准，宝妈专享，亲切调性，拉新导向，免费，立即行动
48,0,美妆048美妆个护 新品上市，白领专享，促销调性，转化导向，价格优惠，立即行动
48,1,美妆048美妆个护 成分安全，女性专享，促销调性，拉新导向，价格优惠，立即行动
49,0,3C0493C数码 新品首发，年轻人专享，潮流调性，到店导向，限量，立即行动
49,1,3C0493C数码 新品首发，白领专享，专业调性，到店导向，限量，立即行动
50,0,服饰050服饰鞋包 会员专享，年轻人专享，促销调性，品牌导向，限量，立即行动
50,1,服饰050服饰鞋包 限时优惠，年轻人专享，促销调性，转化导向，限量，立即行动
51,0,食品051食品饮料 礼盒装，女性专享，促销调性，到店导向，限量，立即行动
51,1,食品051食品饮料 产地直供，家庭专享，促销调性，拉新导向，折扣，立即行动
52,0,本地052本地生活 到店优惠，家庭专享，亲切调性，转化导向，折扣，立即行动
52,1,本地052本地生活 到店优惠，白领专享，亲切调性，复购导向，免费，立即行动
53,0,游戏053游戏娱乐 免费下载，游戏专享，紧迫调性，转化导向，限量，立即行动
53,1,游戏053游戏娱乐 新服开测，年轻人专享，幽默调性，品牌导向，价格优惠，立即行动
54,0,金融054金融信贷 新人礼，白领专享，权威调性，品牌导向，折扣，立即行动
54,1,金融054金融信贷 额度高，白领专享，专业调性，品牌导向，限量，立即行动
55,0,教育055教育培训 小班教学，宝妈专享，亲切调性，转化导向，品质，立即行动
55,1,教育055教育培训 考纲精准，学生专享，亲切调性，到店导向，限量，立即行动
56,0,美妆056美妆个护 成分安全，女性专享，情感调性，转化导向，折扣，立即行动
56,1,美妆056美妆个护 成分安全，学生专享，情感调性，到店导向，折扣，立即行动
57,0,3C0573C数码 新品首发，男性专享，潮流调性，到店导向，折扣，立即行动
57,1,3C0573C数码 新品首发，白领专享，潮流调性，拉新导向，免费，立即行动
58,0,服饰058服饰鞋包 换季折扣，年轻人专享，潮流调性，复购导向，免费，立即行动
58,1,服饰058服饰鞋包 会员专享，年轻人专享，潮流调性，到店导向，折扣，立即行动
59,0,食品059食品饮料 产地直供，家庭专享，亲切调性，复购导向，折扣，立即行动
59,1,食品059食品饮料 礼盒装，年轻人专享，促销调性，到店导向，折扣，立即行动
60,0,本地060本地生活 团购低价，家庭专享，亲切调性，拉新导向，价格优惠，立即行动
60,1,本地060本地生活 到店优惠，白领专享，促销调性，复购导向，折扣，立即行动
61,0,游戏061游戏娱乐 首充返利，年轻人专享，紧迫调性，到店导向，价格优惠，立即行动
61,1,游戏061游戏娱乐 免费下载，年轻人专享，幽默调性，拉新导向，折扣，立即行动
62,0,金融062金融信贷 新人礼，年轻人专享，权威调性，复购导向，折扣，立即行动
62,1,金融062金融信贷 低息快批，男性专享，专业调性，拉新导向，限量，立即行动
63,0,教育063教育培训 名师授课，学生专享，亲切调性，转化导向，限量，立即行动
63,1,教育063教育培训 名师授课，学生专享，专业调性，复购导向，免费，立即行动
64,0,美妆064美妆个护 成分安全，女性专享，情感调性，复购导向，限量，立即行动
64,1,美妆064美妆个护 限量礼盒，女性专享，促销调性，拉新导向，限量，立即行动
65,0,3C0653C数码 性能强悍，年轻人专享，专业调性，拉新导向，免费，立即行动
65,1,3C0653C数码 性价比，年轻人专享，专业调性，到店导向，价格优惠，立即行动
66,0,服饰066服饰鞋包 会员专享，女性专享，潮流调性，到店导向，价格优惠，立即行动
66,1,服饰066服饰鞋包 限时优惠，女性专享，潮流调性，复购导向，价格优惠，立即行动
67,0,食品067食品饮料 健康低脂，女性专享，亲切调性，转化导向，免费，立即行动
67,1,食品067食品饮料 礼盒装，家庭专享，促销调性，品牌导向，免费，立即行动
68,0,本地068本地生活 到店优惠，本地专享，促销调性，品牌导向，价格优惠，立即行动
68,1,本地068本地生活 到店优惠，白领专享，亲切调性，到店导向，折扣，立即行动
69,0,游戏069游戏娱乐 新服开测，游戏专享，紧迫调性，品牌导向，限量，立即行动
69,1,游戏069游戏娱乐 新服开测，游戏专享，紧迫调性，转化导向，限量，立即行动
70,0,金融070金融信贷 额度高，男性专享，专业调性，转化导向，免费，立即行动
70,1,金融070金融信贷 低息快批，男性专享，权威调性，到店导向，限量，立即行动
71,0,教育071教育培训 考纲精准，白领专享，亲切调性，复购导向，限量，立即行动
71,1,教育071教育培训 考纲精准，宝妈专享，专业调性，复购导向，限量，立即行动
72,0,美妆072美妆个护 限量礼盒，白领专享，情感调性，复购导向，限量，立即行动
72,1,美妆072美妆个护 限量礼盒，白领专享，促销调性，复购导向，折扣，立即行动
73,0,3C0733C数码 性价比，年轻人专享，专业调性，拉新导向，限量，立即行动
73,1,3C0733C数码 性能强悍，男性专享，专业调性，拉新导向，免费，立即行动
74,0,服饰074服饰鞋包 潮流新款，女性专享，促销调性，转化导向，折扣，立即行动
74,1,服饰074服饰鞋包 限时优惠，女性专享，潮流调性，品牌导向，折扣，立即行动
75,0,食品075食品饮料 第二件半价，家庭专享，亲切调性，复购导向，折扣，立即行动
75,1,食品075食品饮料 礼盒装，年轻人专享，促销调性，转化导向，限量，立即行动
76,0,本地076本地生活 商圈热销，白领专享，亲切调性，复购导向，折扣，立即行动
76,1,本地076本地生活 免费体验，家庭专享，促销调性，转化导向，折扣，立即行动
77,0,游戏077游戏娱乐 免费下载，游戏专享，紧迫调性，复购导向，价格优惠，立即行动
77,1,游戏077游戏娱乐 免费下载，男性专享，幽默调性，品牌导向，价格优惠，立即行动
78,0,金融078金融信贷 低息快批，白领专享，权威调性，复购导向，价格优惠，立即行动
78,1,金融078金融信贷 新人礼，年轻人专享，权威调性，复购导向，折扣，立即行动
79,0,教育079教育培训 免费试听，宝妈专享，专业调性，品牌导向，折扣，立即行动
79,1,教育079教育培训 考纲精准，宝妈专享，亲切调性，到店导向，折扣，立即行动
80,0,美妆080美妆个护 限量礼盒，女性专享，促销调性，拉新导向，限量，立即行动
80,1,美妆080美妆个护 价格优惠，白领专享，促销调性，转化导向，限量，立即行动
81,0,3C0813C数码 性能强悍，白领专享，潮流调性，复购导向，折扣，立即行动
81,1,3C0813C数码 性价比，白领专享，专业调性，到店导向，限量，立即行动
82,0,服饰082服饰鞋包 会员专享，女性专享，潮流调性，到店导向，免费，立即行动
82,1,服饰082服饰鞋包 潮流新款，女性专享，促销调性，复购导向，价格优惠，立即行动
83,0,食品083食品饮料 产地直供，女性专享，亲切调性，到店导向，免费，立即行动
83,1,食品083食品饮料 产地直供，女性专享，促销调性，复购导向，折扣，立即行动
84,0,本地084本地生活 商圈热销，白领专享，亲切调性，转化导向，限量，立即行动
84,1,本地084本地生活 团购低价，本地专享，亲切调性，复购导向，免费，立即行动
85,0,游戏085游戏娱乐 首充返利，男性专享，幽默调性，品牌导向，价格优惠，立即行动
85,1,游戏085游戏娱乐 新服开测，男性专享，幽默调性，复购导向，限量，立即行动
86,0,金融086金融信贷 额度高，男性专享，专业调性，复购导向，免费，立即行动
86,1,金融086金融信贷 专业合规，白领专享，专业调性，到店导向，折扣，立即行动
87,0,教育087教育培训 小班教学，学生专享，专业调性，拉新导向，折扣，立即行动
87,1,教育087教育培训 考纲精准，白领专享，亲切调性，复购导向，价格优惠，立即行动
88,0,美妆088美妆个护 新品上市，学生专享，情感调性，拉新导向，折扣，立即行动
88,1,美妆088美妆个护 新品上市，白领专享，促销调性，品牌导向，折扣，立即行动
89,0,3C0893C数码 新品首发，年轻人专享，专业调性，复购导向，限量，立即行动
89,1,3C0893C数码 性价比，白领专享，专业调性，品牌导向，限量，立即行动
90,0,服饰090服饰鞋包 限时优惠，年轻人专享，促销调性，拉新导向，免费，立即行动
90,1,服饰090服饰鞋包 限时优惠，年轻人专享，潮流调性，拉新导向，折扣，立即行动
91,0,食品091食品饮料 第二件半价，女性专享，亲切调性，复购导向，价格优惠，立即行动
91,1,食品091食品饮料 礼盒装，家庭专享，亲切调性，复购导向，限量，立即行动
92,0,本地092本地生活 商圈热销，白领专享，促销调性，到店导向，免费，立即行动
92,1,本地092本地生活 到店优惠，白领专享，促销调性，品牌导向，限量，立即行动
93,0,游戏093游戏娱乐 新服开测，男性专享，紧迫调性，品牌导向，折扣，立即行动
93,1,游戏093游戏娱乐 新服开测，游戏专享，幽默调性，转化导向，限量，立即行动
94,0,金融094金融信贷 低息快批，年轻人专享，专业调性，转化导向，折扣，立即行动
94,1,金融094金融信贷 专业合规，男性专享，专业调性，拉新导向，限量，立即行动
95,0,教育095教育培训 名师授课，白领专享，专业调性，转化导向，免费，立即行动
95,1,教育095教育培训 小班教学，白领专享，专业调性，拉新导向，价格优惠，立即行动
96,0,美妆096美妆个护 成分安全，白领专享，情感调性，到店导向，折扣，立即行动
96,1,美妆096美妆个护 价格优惠，女性专享，促销调性，转化导向，限量，立即行动
97,0,3C0973C数码 性价比，白领专享，专业调性，品牌导向，免费，立即行动
97,1,3C0973C数码 以旧换新，白领专享，专业调性，拉新导向，折扣，立即行动
98,0,服饰098服饰鞋包 换季折扣，学生专享，潮流调性，拉新导向，免费，立即行动
98,1,服饰098服饰鞋包 会员专享，学生专享，潮流调性，到店导向，免费，立即行动
99,0,食品099食品饮料 产地直供，女性专享，促销调性，拉新导向，折扣，立即行动
99,1,食品099食品饮料 健康低脂，家庭专享，促销调性，复购导向，免费，立即行动
100,0,本地100本地生活 团购低价，家庭专享，促销调性，复购导向，价格优惠，立即行动
100,1,本地100本地生活 商圈热销，家庭专享，亲切调性，转化导向，折扣，立即行动
101,0,游戏101游戏娱乐 免费下载，年轻人专享，幽默调性，到店导向，限量，立即行动
101,1,游戏101游戏娱乐 新服开测，游戏专享，紧迫调性，到店导向，限量，立即行动
102,0,金融102金融信贷 额度高，男性专享，专业调性，拉新导向，限量，立即行动
102,1,金融102金融信贷 低息快批，年轻人专享，专业调性，转化导向，折扣，立即行动
103,0,教育103教育培训 免费试听，学生专享，亲切调性，复购导向，折扣，立即行动
103,1,教育103教育培训 名师授课，白领专享，亲切调性，转化导向，限量，立即行动
104,0,美妆104美妆个护 价格优惠，学生专享，情感调性，品牌导向，价格优惠，立即行动
104,1,美妆104美妆个护 限量礼盒，白领专享，促销调性，拉新导向，折扣，立即行动
105,0,3C1053C数码 新品首发，年轻人专享，专业调性，到店导向，限量，立即行动
105,1,3C1053C数码 性价比，白领专享，专业调性，复购导向，专业，立即行动
106,0,服饰106服饰鞋包 限时优惠，年轻人专享，潮流调性，品牌导向，限量，立即行动
106,1,服饰106服饰鞋包 限时优惠，年轻人专享，促销调性，到店导向，限量，立即行动
107,0,食品107食品饮料 产地直供，家庭专享，促销调性，拉新导向，价格优惠，立即行动
107,1,食品107食品饮料 产地直供，女性专享，亲切调性，拉新导向，价格优惠，立即行动
108,0,本地108本地生活 商圈热销，白领专享，促销调性，品牌导向，价格优惠，立即行动
108,1,本地108本地生活 免费体验，白领专享，促销调性，复购导向，限量，立即行动
109,0,游戏109游戏娱乐 免费下载，年轻人专享，紧迫调性，复购导向，价格优惠，立即行动
109,1,游戏109游戏娱乐 限时皮肤，年轻人专享，紧迫调性，拉新导向，折扣，立即行动
110,0,金融110金融信贷 专业合规，白领专享，专业调性，复购导向，价格优惠，立即行动
110,1,金融110金融信贷 额度高，白领专享，权威调性，拉新导向，限量，立即行动
111,0,教育111教育培训 免费试听，白领专享，亲切调性，品牌导向，价格优惠，立即行动
111,1,教育111教育培训 考纲精准，宝妈专享，亲切调性，复购导向，免费，立即行动
112,0,美妆112美妆个护 新品上市，女性专享，情感调性，到店导向，价格优惠，立即行动
112,1,美妆112美妆个护 价格优惠，学生专享，情感调性，品牌导向，折扣，立即行动
113,0,3C1133C数码 以旧换新，年轻人专享，潮流调性，拉新导向，折扣，立即行动
113,1,3C1133C数码 性能强悍，年轻人专享，专业调性，品牌导向，折扣，立即行动
114,0,服饰114服饰鞋包 会员专享，学生专享，促销调性，复购导向，折扣，立即行动
114,1,服饰114服饰鞋包 潮流新款，女性专享，潮流调性，拉新导向，价格优惠，立即行动
115,0,食品115食品饮料 产地直供，家庭专享，亲切调性，到店导向，限量，立即行动
115,1,食品115食品饮料 礼盒装，年轻人专享，亲切调性，拉新导向，价格优惠，立即行动
116,0,本地116本地生活 商圈热销，本地专享，促销调性，到店导向，折扣，立即行动
116,1,本地116本地生活 团购低价，白领专享，促销调性，品牌导向，折扣，立即行动
117,0,游戏117游戏娱乐 首充返利，游戏专享，幽默调性，转化导向，限量，立即行动
117,1,游戏117游戏娱乐 限时皮肤，年轻人专享，幽默调性，拉新导向，专业，立即行动
118,0,金融118金融信贷 低息快批，年轻人专享，专业调性，转化导向，免费，立即行动
118,1,金融118金融信贷 低息快批，年轻人专享，权威调性，复购导向，折扣，立即行动
119,0,教育119教育培训 免费试听，宝妈专享，亲切调性，到店导向，限量，立即行动
119,1,教育119教育培训 小班教学，学生专享，专业调性，品牌导向，品质，立即行动
120,0,美妆120美妆个护 限量礼盒，女性专享，情感调性，到店导向，限量，立即行动
120,1,美妆120美妆个护 新品上市，白领专享，情感调性，复购导向，限量，立即行动
121,0,3C1213C数码 性能强悍，年轻人专享，专业调性，转化导向，免费，立即行动
121,1,3C1213C数码 性价比，男性专享，潮流调性，转化导向，免费，立即行动
122,0,服饰122服饰鞋包 限时优惠，年轻人专享，促销调性，品牌导向，价格优惠，立即行动
122,1,服饰122服饰鞋包 限时优惠，学生专享，潮流调性，拉新导向，限量，立即行动
123,0,食品123食品饮料 健康低脂，家庭专享，促销调性，到店导向，价格优惠，立即行动
123,1,食品123食品饮料 产地直供，女性专享，促销调性，拉新导向，折扣，立即行动
124,0,本地124本地生活 商圈热销，家庭专享，促销调性，拉新导向，折扣，立即行动
124,1,本地124本地生活 免费体验，白领专享，亲切调性，到店导向，限量，立即行动
125,0,游戏125游戏娱乐 新服开测，游戏专享，紧迫调性，转化导向，折扣，立即行动
125,1,游戏125游戏娱乐 免费下载，男性专享，幽默调性，转化导向，免费，立即行动
126,0,金融126金融信贷 额度高，年轻人专享，专业调性，到店导向，免费，立即行动
126,1,金融126金融信贷 新人礼，白领专享，权威调性，到店导向，价格优惠，立即行动
127,0,教育127教育培训 小班教学，白领专享，专业调性，转化导向，折扣，立即行动
127,1,教育127教育培训 免费试听，学生专享，亲切调性，品牌导向，免费，立即行动
128,0,美妆128美妆个护 成分安全，白领专享，情感调性，拉新导向，限量，立即行动
128,1,美妆128美妆个护 限量礼盒，女性专享，促销调性，转化导向，折扣，立即行动
129,0,3C1293C数码 性价比，年轻人专享，潮流调性，复购导向，价格优惠，立即行动
129,1,3C1293C数码 以旧换新，年轻人专享，潮流调性，品牌导向，免费，立即行动
130,0,服饰130服饰鞋包 潮流新款，年轻人专享，潮流调性，品牌导向，折扣，立即行动
130,1,服饰130服饰鞋包 限时优惠，学生专享，促销调性，复购导向，限量，立即行动
131,0,食品131食品饮料 第二件半价，家庭专享，亲切调性，品牌导向，免费，立即行动
131,1,食品131食品饮料 产地直供，年轻人专享，促销调性，复购导向，限量，立即行动
132,0,本地132本地生活 商圈热销，家庭专享，促销调性，到店导向，价格优惠，立即行动
132,1,本地132本地生活 免费体验，白领专享，促销调性，复购导向，价格优惠，立即行动
133,0,游戏133游戏娱乐 限时皮肤，年轻人专享，紧迫调性，到店导向，免费，立即行动
133,1,游戏133游戏娱乐 首充返利，年轻人专享，紧迫调性，到店导向，折扣，立即行动
134,0,金融134金融信贷 专业合规，年轻人专享，专业调性，到店导向，限量，立即行动
134,1,金融134金融信贷 低息快批，白领专享，专业调性，到店导向，免费，立即行动
135,0,教育135教育培训 考纲精准，宝妈专享，专业调性，品牌导向，免费，立即行动
135,1,教育135教育培训 小班教学，宝妈专享，亲切调性，复购导向，免费，立即行动
136,0,美妆136美妆个护 限量礼盒，女性专享，促销调性，品牌导向，价格优惠，立即行动
136,1,美妆136美妆个护 价格优惠，女性专享，促销调性，品牌导向，折扣，立即行动
137,0,3C1373C数码 性价比，男性专享，专业调性，到店导向，免费，立即行动
137,1,3C1373C数码 性价比，白领专享，专业调性，品牌导向，限量，立即行动
138,0,服饰138服饰鞋包 限时优惠，学生专享，潮流调性，到店导向，价格优惠，立即行动
138,1,服饰138服饰鞋包 换季折扣，年轻人专享，潮流调性，到店导向，限量，立即行动
139,0,食品139食品饮料 礼盒装，女性专享，亲切调性，到店导向，价格优惠，立即行动
139,1,食品139食品饮料 健康低脂，年轻人专享，促销调性，转化导向，限量，立即行动
140,0,本地140本地生活 商圈热销，家庭专享，亲切调性，复购导向，限量，立即行动
140,1,本地140本地生活 商圈热销，白领专享，促销调性，复购导向，免费，立即行动
141,0,游戏141游戏娱乐 免费下载，游戏专享，紧迫调性，拉新导向，折扣，立即行动
141,1,游戏141游戏娱乐 新服开测，男性专享，紧迫调性，转化导向，限量，立即行动
142,0,金融142金融信贷 额度高，男性专享，权威调性，拉新导向，价格优惠，立即行动
142,1,金融142金融信贷 新人礼，白领专享，专业调性，拉新导向，免费，立即行动
143,0,教育143教育培训 免费试听，学生专享，专业调性，拉新导向，限量，立即行动
143,1,教育143教育培训 小班教学，白领专享，专业调性，到店导向，折扣，立即行动
144,0,美妆144美妆个护 成分安全，女性专享，情感调性，品牌导向，折扣，立即行动
144,1,美妆144美妆个护 限量礼盒，学生专享，促销调性，复购导向，价格优惠，立即行动
145,0,3C1453C数码 性能强悍，年轻人专享，专业调性，复购导向，折扣，立即行动
145,1,3C1453C数码 性能强悍，男性专享，潮流调性，到店导向，限量，立即行动
146,0,服饰146服饰鞋包 会员专享，女性专享，潮流调性，拉新导向，价格优惠，立即行动
146,1,服饰146服饰鞋包 换季折扣，女性专享，潮流调性，拉新导向，价格优惠，立即行动
147,0,食品147食品饮料 产地直供，年轻人专享，亲切调性，复购导向，折扣，立即行动
147,1,食品147食品饮料 健康低脂，年轻人专享，促销调性，品牌导向，折扣，立即行动
148,0,本地148本地生活 商圈热销，白领专享，亲切调性，拉新导向，限量，立即行动
148,1,本地148本地生活 免费体验，家庭专享，亲切调性，到店导向，价格优惠，立即行动
149,0,游戏149游戏娱乐 免费下载，年轻人专享，紧迫调性，品牌导向，折扣，立即行动
149,1,游戏149游戏娱乐 新服开测，男性专享，幽默调性，转化导向，免费，立即行动
150,0,金融150金融信贷 额度高，白领专享，权威调性，拉新导向，折扣，立即行动
150,1,金融150金融信贷 额度高，男性专享，权威调性，复购导向，价格优惠，立即行动
151,0,教育151教育培训 小班教学，宝妈专享，亲切调性，品牌导向，免费，立即行动
151,1,教育151教育培训 考纲精准，白领专享，亲切调性，转化导向，价格优惠，立即行动
152,0,美妆152美妆个护 新品上市，女性专享，促销调性，拉新导向，品质，立即行动
152,1,美妆152美妆个护 价格优惠，白领专享，促销调性，复购导向，专业，立即行动
153,0,3C1533C数码 性价比，年轻人专享，专业调性，拉新导向，折扣，立即行动
153,1,3C1533C数码 新品首发，男性专享，专业调性，拉新导向，限量，立即行动
154,0,服饰154服饰鞋包 限时优惠，女性专享，潮流调性，拉新导向，限量，立即行动
154,1,服饰154服饰鞋包 潮流新款，年轻人专享，促销调性，复购导向，限量，立即行动
155,0,食品155食品饮料 健康低脂，年轻人专享，亲切调性，拉新导向，限量，立即行动
155,1,食品155食品饮料 产地直供，家庭专享，促销调性，品牌导向，限量，立即行动
156,0,本地156本地生活 免费体验，家庭专享，促销调性，品牌导向，免费，立即行动
156,1,本地156本地生活 免费体验，白领专享，促销调性，品牌导向，折扣，立即行动
157,0,游戏157游戏娱乐 免费下载，年轻人专享，幽默调性，拉新导向，价格优惠，立即行动
